GHI,Protected_Land,Habitat,Slope,Population_Density,Distance_to_Substation,Land_Cover,geometry,Wattage,GEOID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE
15.0,85.09557886481717,80.5381825311244,20.75506718287406,100.0,76.31653759435349,90.4880894029997,POINT Z (-118.30472200000008 34.70888900000008 0),20.0,060379009012,06,037,900901,2
5.0,41.29105608893381,48.860405842564454,9.44741641337386,100.0,50.0,61.80374473090873,POINT Z (-120.36263100000008 42.17505000000009 0),2.0,410379602006,41,037,960200,6
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-95.76722200000002 43.98027800000013 0),1.7,271019003002,27,101,900300,2
15.0,66.16029441831937,62.88844230957749,79.77857427319793,100.0,51.691010685226935,92.82286050387216,POINT Z (-117.0988890000001 34.04305600000004 0),1.3,060710087154,06,071,008715,4
55.0,95.9219684344672,36.78805999411822,99.52269385354377,100.0,50.0,93.69601019507891,POINT Z (-110.8200000000001 32.116389000000076 0),4.5,040190040732,04,019,004073,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-71.98 42.26416700000006 0),2.0,250277261001,25,027,726100,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-86.01444400000003 39.853056000000116 0),2.0,180973906022,18,097,390602,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-74.34000000000006 40.51611100000012 0),1.9,340230018066,34,023,001806,6
15.0,96.25919027546318,70.52151749828448,87.46887560043133,100.0,53.362415449465736,94.92461523380061,POINT Z (-117.47753000000006 34.512310000000085 0),20.0,060710091331,06,071,009133,1
5.0,86.70125114433934,41.467013037937456,39.14473507712945,100.0,50.0,80.37682580139202,POINT Z (-121.69416700000012 38.500278000000115 0),2.5,061130104014,06,113,010401,4
15.0,95.0,43.241839035388686,67.27966193520425,100.0,50.0,89.84383883932948,POINT Z (-120.13250000000014 36.14222200000012 0),10.0,060190078012,06,019,007801,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-72.47416700000004 42.610833000000106 0),1.9,250110403002,25,011,040300,2
20.0,85.90285266150377,56.01117537496324,98.44368199196157,100.0,50.0,97.37564944613273,POINT Z (-113.18083300000006 33.378333000000104 0),15.0,040130506031,04,013,050603,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-71.71000000000006 41.649444000000166 0),1.9,440030208003,44,003,020800,3
5.0,86.70125114433934,41.467013037937456,39.14473507712945,100.0,50.0,80.37682580139202,POINT Z (-121.69416700000012 38.500278000000115 0),2.5,061130104014,06,113,010401,4
15.0,77.24242721301833,55.24507401235173,78.83163365365758,100.0,64.39319674541711,94.4391726301343,POINT Z (-116.68310800000003 34.85358100000019 0),1.5,060710103003,06,071,010300,3
15.0,90.61268503087932,52.01009704930889,62.24830311012055,100.0,50.0,95.96500343103617,POINT Z (-116.09027800000007 34.19222200000012 0),8.5,060710104312,06,071,010431,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-75.45333300000004 38.923056000000074 0),11.8,100010434003,10,001,043400,3
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-75.1675 39.90083300000014 0),2.9,421019806001,42,101,980600,1
15.0,83.56868537666175,51.13077149299088,49.3444012364144,100.0,50.0,96.09312812469366,POINT Z (-117.0175000000001 33.767222000000096 0),1.0,060650435202,06,065,043520,2
15.0,94.23732967356142,52.69679443191844,65.06489705288655,97.86638564846584,50.0,95.63582001764533,POINT Z (-116.15250000000007 34.17194400000016 0),11.8,060710104321,06,071,010432,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-75.98222200000008 39.297222000000055 0),1.0,240299502005,24,029,950200,5
85.45093618272719,53.50727794831172,62.83697676698363,70.35511982570806,100.0,50.0,82.37094402509558,POINT Z (-105.43805600000005 36.9666670000001 0),1.3,350559521021,35,055,952102,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-76.23164400000005 39.1443690000001 0),1.0,240299505001,24,029,950500,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-76.09083300000006 39.28083300000008 0),1.0,240299502004,24,029,950200,4
15.0,81.77825703362416,55.696500343103615,41.864978061428005,100.0,50.0,96.7082638956965,POINT Z (-117.00972200000005 33.71972200000012 0),0.9,060650433192,06,065,043319,2
15.0,89.59513773159495,75.3828056072934,53.764962389621715,100.0,65.60141162631115,91.12724242721302,POINT Z (-118.57472200000004 34.1836110000002 0),1.9,060371349052,06,037,134905,2
15.0,95.71463582001765,76.02538966767963,56.053266021017926,83.37662974218213,81.40084305460249,90.28565826879718,POINT Z (-118.4833330000001 34.24888900000009 0),3.5,060371172021,06,037,117202,1
15.0,96.09450053916282,60.57249289285364,69.83540943434755,100.0,74.24664248603078,92.11204783844721,POINT Z (-118.36000000000006 34.07500000000012 0),2.8,060372145012,06,037,214501,2
89.97794333888834,90.23919223605529,52.657092441917456,75.12404436308819,100.0,50.0,89.19870600921479,POINT Z (-106.31000000000003 35.87555600000014 0),1.0,350280004003,35,028,000400,3
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-158.08694400000013 21.320000000000043 0),5.0,150030085021,15,003,008502,1
5.0,95.69355945495539,34.17949220664641,52.881707450894325,100.0,50.0,92.51377315949416,POINT Z (-121.25755600000011 38.559533000000066 0),1.0,060670088023,06,067,008802,3
20.0,96.11116557200275,62.44289775512205,99.52651700813645,100.0,69.48289383393785,95.36114106460151,POINT Z (-112.81345800000008 33.498003000000104 0),14.8,040130506214,04,013,050621,4
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-70.74361100000004 41.798889000000095 0),4.7,250235451001,25,023,545100,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-71.04249999999999 41.66222200000009 0),1.0,250056531021,25,005,653102,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-72.70138900000003 42.28694400000013 0),1.9,250158224011,25,015,822401,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-79.28097000000002 34.56114600000013 0),4.9,371559619005,37,155,961900,5
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-79.21194400000005 34.96888900000007 0),4.9,370939703005,37,093,970300,5
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-71.87861100000008 42.21972200000008 0),4.0,250277352003,25,027,735200,3
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-72.20014500000002 42.17041700000008 0),5.0,250277611004,25,027,761100,4
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-71.87833299999998 42.21972200000008 0),5.0,250277352003,25,027,735200,3
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-71.795 42.1647220000001 0),3.0,250277371002,25,027,737100,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-158.02361000000013 21.428700000000113 0),14.7,150030089331,15,003,008933,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-71.87861100000008 42.22277800000014 0),4.8,250277352003,25,027,735200,3
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-70.98083300000005 41.76638900000016 0),4.5,250056171021,25,005,617102,1
16.455249485344574,89.70738162925204,49.58386432702676,73.22260442260442,100.0,50.0,99.57308107048328,POINT Z (-114.57166700000013 33.59888900000006 0),1.5,060650462002,06,065,046200,2
16.504754435839622,89.72845799431428,49.45887658072738,73.31324945940634,100.0,50.0,99.56327810998921,POINT Z (-114.57166700000013 33.597222000000095 0),1.5,060650462002,06,065,046200,2
20.0,99.60935202431135,63.14871091069503,71.53392156862745,72.94431918439369,66.26605234780904,91.29359866679738,POINT Z (-111.9247220000001 33.603056000000095 0),1.2,040132168161,04,013,216816,1
20.0,89.42505636702285,58.61680227428683,68.72816390549946,58.73002646799333,80.94059405940594,89.39907852171356,POINT Z (-111.99970000000005 33.641600000000054 0),1.4,040136196011,04,013,619601,1
15.0,94.73936899862825,38.81139104009411,23.990811400093442,100.0,50.0,85.00274482893833,POINT Z (-119.54027800000009 36.50527800000003 0),3.7,061070003031,06,107,000303,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-78.96750000000006 36.31250000000017 0),1.0,371459205003,37,145,920500,3
13.635427899225567,40.35440047253396,38.370257817860995,22.12391352796969,100.0,50.0,70.73865307322812,POINT Z (-119.12858100000003 36.26750000000015 0),3.5,061070014004,06,107,001400,4
15.0,50.76962582538518,30.24899519654936,26.198332854268468,100.0,50.0,74.66228801097931,POINT Z (-119.25500000000005 36.38750000000018 0),3.5,061070008023,06,107,000802,3
11.951279286344477,40.076142131979694,39.36574845603372,20.68799524564184,100.0,50.0,69.5191647877659,POINT Z (-119.13388900000007 36.21194400000017 0),4.0,061070025001,06,107,002500,1
11.276835604352515,40.0,31.61062640917557,10.568754373687893,100.0,50.0,70.31516517988433,POINT Z (-119.03972200000011 36.10277800000014 0),3.5,061070033011,06,107,003301,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-78.76490100000001 34.3246560000001 0),5.0,370479309001,37,047,930900,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-78.171111 36.41500000000012 0),4.0,371859503003,37,185,950300,3
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-80.541944 35.878611000000056 0),5.0,370590805003,37,059,080500,3
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-81.50833300000002 35.47000000000013 0),4.0,370459501012,37,045,950101,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-81.17555600000007 35.77916700000004 0),5.0,370350102012,37,035,010201,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-78.97083300000006 34.8200000000002 0),5.0,371559601022,37,155,960102,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-79.33527800000003 34.72694400000011 0),5.0,371559620012,37,155,962001,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-79.02500000000008 35.83277800000012 0),1.0,370370201031,37,037,020103,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-79.12888900000003 34.847500000000075 0),5.0,371559602021,37,155,960202,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-75.61111100000001 38.09805600000007 0),2.8,240399308001,24,039,930800,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-81.23527800000001 35.525833000000084 0),5.0,371090708002,37,109,070800,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-77.66638900000007 35.331667000000124 0),5.0,371070110021,37,107,011002,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-77.47500000000004 35.350000000000115 0),5.0,371070101002,37,107,010100,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-80.38361100000002 34.98888900000004 0),5.0,371790208002,37,179,020800,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-78.94958600000002 36.23056100000009 0),5.0,370630021006,37,063,002100,6
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-79.75920300000001 36.273192000000094 0),5.0,371570416021,37,157,041602,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-77.82916700000007 35.30583300000016 0),5.0,371910004013,37,191,000401,3
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-77.05672500000001 35.20956400000016 0),5.0,370499601022,37,049,960102,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-78.91736400000005 36.479700000000136 0),5.0,371459201001,37,145,920100,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-79.18829700000003 35.907144000000116 0),5.0,371350112103,37,135,011210,3
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-77.87361100000004 35.80361100000007 0),5.0,371950013011,37,195,001301,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-79.27888900000004 36.43944400000005 0),5.0,370339302001,37,033,930200,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-77.98555600000009 35.418889000000085 0),5.0,371910012001,37,191,001200,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-78.06972200000004 35.21805600000014 0),5.0,371910009021,37,191,000902,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-79.52805599999998 36.47166700000003 0),5.0,371570401021,37,157,040102,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-79.60972200000008 34.96555600000007 0),5.0,371539710001,37,153,971000,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-81.32666700000007 35.62916700000006 0),5.0,370350118024,37,035,011802,4
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-78.13231100000006 36.42161700000005 0),5.0,371859503001,37,185,950300,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-79.30000000000003 34.54388900000007 0),5.0,371559619005,37,155,961900,5
15.0,95.18282521321439,80.58523674149593,25.043763440860214,100.0,80.199980394079,90.34251543966278,POINT Z (-118.28805600000008 34.66555600000005 0),1.5,060379012161,06,037,901216,1
15.0,95.18282521321439,80.58523674149593,25.043763440860214,100.0,80.199980394079,90.34251543966278,POINT Z (-118.28694400000006 34.66555600000005 0),1.5,060379012161,06,037,901216,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-74.72211700000001 40.30140900000008 0),5.2,340210033014,34,021,003301,4
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-74.22138900000007 40.566389000000186 0),4.2,340239800001,34,023,980000,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-74.49472200000004 40.924167000000175 0),4.1,340270444031,34,027,044403,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-75.01861100000005 39.49666700000008 0),2.3,340110404002,34,011,040400,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-75.02903800000004 39.51993500000008 0),2.2,340110409023,34,011,040902,3
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-74.455278 40.38777800000006 0),3.0,340230085025,34,023,008502,5
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-70.91333300000004 41.78194400000013 0),3.5,250235411002,25,023,541100,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-74.49194400000003 41.20027800000004 0),3.0,340373716002,34,037,371600,2
7.314478972649741,94.19860797960985,55.733261444956376,35.18099089989889,100.0,50.0,88.4507401235173,POINT Z (-119.5108330000001 35.89500000000007 0),20.2,061070043021,06,107,004302,1
7.635035780805803,86.36555239682384,57.76982648759925,62.80928319623972,95.26467993333986,50.0,83.90971473384963,POINT Z (-121.68416700000004 39.37333300000011 0),1.0,060070034001,06,007,003400,1
7.580139202039016,86.53171257719832,57.7904127046368,62.67850005877513,95.26467993333986,50.0,83.98274678953044,POINT Z (-121.68166700000006 39.37333300000011 0),2.5,060070034001,06,007,003400,1
7.6311145966081755,94.99852955592588,55.56563082050779,34.89367144922701,100.0,50.0,88.74365258308009,POINT Z (-119.46250000000013 35.871389000000164 0),20.0,061070043021,06,107,004302,1
5.37251249877463,95.0,47.33261444956377,23.4787147505423,100.0,50.0,87.5666111165572,POINT Z (-119.5733330000001 36.13833300000008 0),20.0,060310012001,06,031,001200,1
12.431624350553868,86.0724591215133,52.990883246740516,56.1664162283997,100.0,51.25722968336438,82.04989706891482,POINT Z (-121.74777800000007 38.001667000000154 0),1.5,060133020051,06,013,302005,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-84.58611100000003 41.47638900000013 0),1.8,391719508001,39,171,950800,1
20.0,91.23027154200568,51.8409959807862,93.64121164591707,100.0,50.0,96.85187726693461,POINT Z (-113.34890000000003 33.02700000000005 0),14.0,040270121002,04,027,012100,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-71.64555600000004 42.16638900000011 0),1.9,250277381003,25,027,738100,3
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-83.81694400000006 39.7419440000001 0),1.8,390572601003,39,057,260100,3
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-71.72222200000006 42.44194400000013 0),2.0,250277191005,25,027,719100,5
15.0,76.39054994608372,59.284383883932946,22.053066367964156,100.0,56.68659935300461,89.86952259582394,POINT Z (-118.40360000000011 34.81810000000014 0),309.9,060379012091,06,037,901209,1
15.0,68.39721595921968,62.982550730320554,21.204477025788716,100.0,52.69826487599255,90.27409077541418,POINT Z (-118.35277800000007 34.848611000000126 0),275.0,060290055143,06,029,005514,3
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-86.31552500000005 39.6952090000001 0),10.0,180973908025,18,097,390802,5
20.0,100.0,38.69081462601706,91.9226546417018,100.0,50.0,99.47407116949319,POINT Z (-115.5405560000001 32.71250000000008 0),10.0,060250119011,06,025,011901,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-85.12694400000008 35.09750000000004 0),7.6,470659802002,47,065,980200,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-74.66969700000003 40.401528000000056 0),1.5,340350542012,34,035,054201,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-71.70305600000003 42.075000000000074 0),3.0,250277521012,25,027,752101,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-77.720278 39.563056000000174 0),20.9,240430110001,24,043,011000,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-70.70944400000002 42.11166700000009 0),3.0,250235061032,25,023,506103,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-72.29388900000002 42.585000000000065 0),2.0,250110405023,25,011,040502,3
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-71.43555600000003 42.42833300000013 0),1.0,250173641021,25,017,364102,1
15.0,88.55994510342123,71.08616802274287,73.45753236563358,100.0,58.68493284972062,93.51161650818547,POINT Z (-116.86551700000008 34.398059000000075 0),10.0,060710121031,06,071,012103,1
15.0,96.9120674443682,69.73777080678364,88.5540633271248,100.0,52.40172532104695,94.75012253700618,POINT Z (-117.46666700000004 34.50111100000008 0),5.0,060710091361,06,071,009136,1
15.0,96.53563376139594,69.67307126752279,88.39300068620723,100.0,52.58553083031075,94.81188118811882,POINT Z (-117.4711110000001 34.49777800000016 0),5.0,060710091361,06,071,009136,1
15.0,93.4276051367513,75.96069012841878,47.506525459991444,90.76267032643858,77.12822272326243,91.168610920498,POINT Z (-118.53055600000009 34.243333000000135 0),0.4,060371151031,06,037,115103,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-71.99286800000004 42.047361000000144 0),3.0,250277575001,25,027,757500,1
20.0,100.0,44.424076070973435,89.08499166748358,100.0,50.0,99.04078031565533,POINT Z (-115.64777800000009 32.68694400000014 0),170.0,060250119011,06,025,011901,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-89.38750000000006 35.40861100000012 0),4.2,470759305003,47,075,930500,3
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-76.06166699999999 40.1077780000001 0),1.0,420710127021,42,071,012702,1
15.0,91.70669542201745,81.99539260856778,46.266182758277814,100.0,57.3644740711695,90.39398098225664,POINT Z (-118.05111100000009 34.6550000000001 0),2.0,060379111001,06,037,911100,1
15.0,92.14782864425057,81.87334575041663,46.5563723055528,100.0,57.28605038721694,90.39349083423194,POINT Z (-118.05194400000008 34.65055600000015 0),1.5,060379111001,06,037,911100,1
15.0,92.11253798647192,81.9115772963435,45.73102146263911,100.0,58.4001568473679,90.3632977159102,POINT Z (-118.0611110000001 34.647778000000116 0),4.0,060379800041,06,037,980004,1
15.0,82.08410940103911,80.40437212038036,64.95753653035206,100.0,50.0,93.14351534163318,POINT Z (-117.15444400000007 34.50916700000008 0),1.0,060710121051,06,071,012105,1
15.0,92.78894226056269,82.21301833153612,32.662237549447205,100.0,73.72218409959808,90.26311145966082,POINT Z (-118.16305600000007 34.6438890000001 0),4.0,060379102122,06,037,910212,2
15.0,88.88344279972551,82.87324772081169,43.534072741806554,100.0,58.63297715910205,90.40643074208411,POINT Z (-118.06138900000005 34.66888900000014 0),1.5,060379005082,06,037,900508,2
15.0,86.03078129595137,84.44221154788747,38.48442556634304,100.0,58.13302617390452,90.50887167924714,POINT Z (-118.06250000000004 34.695278000000044 0),1.5,060379003011,06,037,900301,1
15.0,84.6191549848054,82.32624252524262,20.871637459537894,100.0,75.91265562199784,90.4839721595922,POINT Z (-118.27416700000008 34.70888900000008 0),1.5,060379009012,06,037,900901,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-81.41083300000003 35.19916700000013 0),4.0,370459506032,37,045,950603,2
15.0,96.05920988138418,78.33692775218115,77.33590420133956,100.0,76.57876678756985,92.58455053426135,POINT Z (-117.642222 34.600833000000115 0),2.0,060710091341,06,071,009134,1
16.165572002744828,94.07116949318694,58.00068620723459,78.58289875036898,100.0,50.0,99.42025291638075,POINT Z (-114.7397220000001 33.69472200000018 0),500.6,060650469001,06,065,046900,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-76.79944400000001 38.54555600000012 0),5.5,240178513022,24,017,851302,2
20.0,99.97645442951045,42.869816684638764,82.18213024715575,100.0,50.0,99.31624350553868,POINT Z (-115.72638900000008 32.75333300000009 0),139.0,060250111001,06,025,011100,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-75.40054200000003 38.66399200000012 0),3.9,100050505011,10,005,050501,1
20.0,68.9383393784923,40.033330065679834,87.61097453043564,100.0,51.77678658955004,89.9725517106166,POINT Z (-115.03527800000006 36.13444400000008 0),3.3,320030050131,32,003,005013,1
90.0,73.71875306342515,64.49857857072836,96.69977382240141,100.0,58.73688854033918,89.38486422899716,POINT Z (-104.50694400000009 33.35111100000016 0),1.4,350050006001,35,005,000600,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-76.710556 35.87500000000009 0),5.0,371879502011,37,187,950201,1
90.0,94.72502695814136,5.302911479266738,25.042953020134227,100.0,50.0,72.13459464758357,POINT Z (-104.58000000000007 38.30611100000008 0),1.0,081010009031,08,101,000903,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-82.59166700000002 32.980833000000125 0),7.7,133039505001,13,303,950500,1
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-74.08416700000008 40.26388900000011 0),16.0,340258048012,34,025,804801,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-84.34305600000006 32.92083300000013 0),1.0,132930102012,13,293,010201,2
49.64758357023821,97.50612685030879,53.287912949710815,96.83364376041564,100.0,50.0,98.0320556808156,POINT Z (-111.24277800000007 32.369722000000074 0),20.0,040190044252,04,019,004425,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-78.593889 36.41166700000013 0),2.5,370779701012,37,077,970101,2
55.0,100.0,98.08254092736006,98.11783158513872,100.0,50.00735222037055,88.45593569257916,POINT Z (-104.30000000000005 29.600000000000136 0),10.0,483779502001,48,377,950200,1
20.0,70.10293108518772,51.827761984119206,96.45083815312225,100.0,50.81609646113126,89.928928536418,POINT Z (-114.97000000000006 36.39000000000019 0),20.0,320030059021,32,003,005902,1
20.0,65.63278109989217,54.305460248995196,90.85529284803296,100.0,76.04058425644544,89.81325360258798,POINT Z (-114.87000000000006 36.230000000000175 0),30.0,320030056134,32,003,005613,4
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-77.95416700000008 35.86833300000008 0),1.2,371270112022,37,127,011202,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-80.60055600000008 36.46111100000018 0),3.5,371719306002,37,171,930600,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-78.25083300000003 35.94805600000011 0),4.0,370690608012,37,069,060801,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-79.09750000000001 34.476111000000095 0),3.5,371559617004,37,155,961700,4
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-79.35388900000002 34.71416700000013 0),3.5,371559620012,37,155,962001,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-87.26027800000004 41.46277800000015 0),1.5,180890423011,18,089,042301,1
15.0,65.76218017841389,67.84089795118126,22.22636700648749,100.0,50.0,90.88726595431821,POINT Z (-118.2469440000001 34.900000000000034 0),20.0,060290055142,06,029,005514,2
15.0,65.48573669248113,67.59386334673071,22.28088336783989,100.0,50.0,91.00196059209881,POINT Z (-118.23833300000004 34.90027800000013 0),20.0,060290055141,06,029,005514,1
15.0,78.30212724242722,70.87442407607098,30.733751137167694,100.0,50.0,92.1869424566219,POINT Z (-118.16451000000006 35.007450000000105 0),5.0,060290065003,06,029,006500,3
20.0,94.04176061170473,60.10048034506421,95.70757768846191,100.0,67.17037545338692,96.96059209881385,POINT Z (-112.66583300000006 33.02638900000006 0),15.0,040137233052,04,013,723305,2
15.0,80.96657190471522,68.66581707675718,34.9871,100.0,50.0,92.06450348005097,POINT Z (-118.16416700000006 35.024722000000075 0),10.0,060290065003,06,029,006500,3
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-74.42999999999999 40.52361100000011 0),1.2,340230088012,34,023,008801,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-74.43833300000003 40.52750000000006 0),6.4,340230088012,34,023,008801,2
17.02970297029703,96.3885893539849,61.35918047250269,87.67299685183305,100.0,50.0,97.85315165179884,POINT Z (-114.91805600000009 33.56833300000007 0),4.0,060659810001,06,065,981000,1
5.008822664444662,90.92496091714435,44.12557592392903,53.06921056697049,100.0,50.0,80.55523968238408,POINT Z (-121.1488890000001 38.13638900000008 0),1.5,060770047042,06,077,004704,2
15.0,95.85334771100872,44.24321144985786,29.011811513116996,100.0,50.0,83.0737182629154,POINT Z (-120.68287000000004 35.55795000000013 0),1.5,060790103022,06,079,010302,2
5.0,90.92000960845544,44.644642682089994,52.684031710079275,100.0,50.0,82.28889324576022,POINT Z (-121.14122000000008 38.12139000000013 0),1.0,060770047042,06,077,004704,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-75.04388900000008 39.439722000000145 0),3.1,340110410021,34,011,041002,1
17.02970297029703,96.34153514361337,60.959219684344674,87.25353258107147,100.0,50.0,97.88059994118224,POINT Z (-114.91805600000009 33.565000000000104 0),4.0,060659810001,06,065,981000,1
15.0,93.91824330947946,72.42427213018331,60.56705094097941,100.0,50.0,95.71630232330163,POINT Z (-116.53000000000007 33.92305600000008 0),2.2,060650445242,06,065,044524,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-85.20861700000002 35.024583000000106 0),1.9,470659801001,47,065,980100,1
20.0,89.57161062640918,55.29948044309381,79.19318294743118,98.95010293108518,69.3907460052936,97.82001764532889,POINT Z (-111.73861100000012 32.93694400000013 0),1.6,040210013052,04,021,001305,2
20.0,89.90687187530634,56.01264581903735,84.86860739575138,98.47367905107342,78.14233898637389,97.03176159200079,POINT Z (-111.71305600000002 32.89138900000011 0),1.4,040210014052,04,021,001405,2
100.0,100.0,100.0,100.0,100.0,50.0,100.0,POINT Z (-74.735 40.000556000000124 0),2.8,340057025003,34,005,702500,3
88.53151651798844,94.4471130281345,52.06450348005097,99.7481852069845,100.0,51.49250073522204,89.92108616802274,POINT Z (-105.97111100000002 32.97638900000013 0),8.0,350350006031,35,035,000603,1
